"Year","Annual_UE","stock","stockInfo","stockExchange","stock5yrMeans","YearMeanValue","Direction5yr10PercentChange","nTimesDecr10_5yr","nTimesIncr10_5yr","nTimesDecrFromZero_5yrs","nTimesIncrFromZero_5yrs","YearMeanGreaterThan5yrMean"
2018,3.89,"WMT","Walmart Inc. (WMT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",89.6644855794336,92.3698404541833,"up10",0,3,1,1,1
2019,3.67,"INO","Inovio Pharmaceuticals, Inc. (INO)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",5.63565154725015,3.1247619047619,"down10",3,1,0,1,0
2019,3.67,"HST","Host Hotels & Resorts, Inc. (HST)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",18.2532595738633,17.909682468254,"down10",2,1,1,1,0
2019,3.67,"HMC","Honda Motor Co., Ltd. (HMC)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",29.4053807895323,26.9271031269841,"down10",2,0,0,3,0
2019,3.67,"NFLX","Netflix, Inc. (NFLX)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",224.382641734833,328.87238006746,"up",0,3,0,2,1
2019,3.67,"HRB","H&R Block, Inc. (HRB)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",26.6604071315505,25.4877381190476,"down",1,0,2,2,0
2019,3.67,"COST","Costco Wholesale Corporation (COST)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",207.238222252366,262.195277440476,"up10",0,3,0,2,1
2019,3.67,"ADDYY","adidas AG (ADDYY)
Other OTC - Other OTC Delayed Price. Currency in USD","Other OTC",105.694756240604,140.856944444444,"up10",0,5,0,0,1
2019,3.67,"NUS","Nu Skin Enterprises, Inc. (NUS)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.0492748184326,48.4029365436508,"down10",2,2,0,1,0
2019,3.67,"FFIN","First Financial Bankshares, Inc. (FFIN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",24.4529351617314,31.6503769285714,"up10",0,4,0,1,1
2019,3.67,"C","Citigroup Inc. (C)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",63.6453837411413,67.7997619603175,"down",1,2,1,1,1
2019,3.67,"XOM","Exxon Mobil Corporation (XOM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",78.7369955725405,73.7346426388889,"down",0,0,4,1,0
2019,3.67,"ROST","Ross Stores, Inc. (ROST)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",79.8764150829565,101.94472222619,"up10",0,4,0,1,1
2019,3.67,"TJX","The TJX Companies, Inc. (TJX)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",45.2872698382159,54.2103969047619,"up10",0,3,1,1,1
2019,3.67,"WWE","World Wrestling Entertainment, Inc. (WWE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",42.5369822838593,75.1092066309524,"up10",1,4,0,0,1
2019,3.67,"FTR","Frontier Communications Corporation (FTR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",31.3429243098953,1.59047619047619,"down10",5,0,0,0,0
2019,3.67,"AAP","Advance Auto Parts, Inc. (AAP)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",147.886972418024,158.543055503968,"up10",1,2,2,0,1
2019,3.67,"RRGB","Red Robin Gourmet Burgers, Inc. (RRGB)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",50.662259620871,30.9803571626984,"down10",3,0,0,2,0
2019,3.67,"LUV","Southwest Airlines Co. (LUV)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",50.5661435154014,53.0929365555556,"down",0,1,2,2,1
2019,3.67,"DLTR","Dollar Tree, Inc. (DLTR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",87.6758774193728,103.289523769841,"up10",1,3,1,0,1
2019,3.67,"NKE","NIKE, Inc. (NKE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",71.4152645031725,86.7333729960317,"up10",0,3,1,1,1
2019,3.67,"ARWR","Arrowhead Pharmaceuticals, Inc. (ARWR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",17.9777560280861,29.5976189404762,"up10",2,3,0,0,1
2019,3.67,"M","Macy's, Inc. (M)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",32.1473374649945,20.4742063571429,"down10",4,1,0,0,0
2019,3.67,"ONCY","Oncolytics Biotech Inc. (ONCY)
NasdaqCM - NasdaqCM Real Time Price. Currency in USD","Nasdaq",3.68625059286663,1.48944444444444,"down10",2,3,0,0,0
2019,3.67,"AAL","American Airlines Group Inc. (AAL)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",38.6737054883561,30.8793255119048,"down10",3,1,1,0,0
2019,3.67,"CVX","Chevron Corporation (CVX)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",110.440072177818,119.625118904762,"down",0,1,2,2,1
2019,3.67,"JNJ","Johnson & Johnson (JNJ)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",126.401366391582,134.935040059524,"up",0,2,0,3,1
2019,3.67,"HD","The Home Depot, Inc. (HD)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",170.802718858724,207.30269822619,"up",0,3,0,2,1
2019,3.67,"TEVA","Teva Pharmaceutical Industries Limited (TEVA)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",30.0819310392135,11.4964285674603,"down10",5,0,0,0,0
2019,3.67,"JWN","Nordstrom, Inc. (JWN)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",49.6409798692294,37.6047620119048,"down10",2,1,1,1,0
2019,3.67,"T","AT&T Inc. (T)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",36.2243727055034,33.9290873373016,"up",1,2,1,1,0
2019,3.67,"JPM","JPMorgan Chase & Co. (JPM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",97.0635266907344,113.800317563492,"up",0,3,0,2,1
2019,3.67,"TM","Toyota Motor Corporation (TM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",125.531297267515,128.51992072619,"up",1,1,0,3,1
2019,3.67,"GOOG","Alphabet Inc. (GOOG)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1000.92420225954,1188.39305748413,"up",0,4,0,1,1
2019,3.67,"NSANY","Nissan Motor Co., Ltd. (NSANY)
Other OTC - Other OTC Delayed Price. Currency in USD","Other OTC",17.2846980173222,14.3424603293651,"down10",2,0,2,1,0
2019,3.67,"TGT","Target Corporation (TGT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",82.904471348242,91.8574603690476,"up10",1,3,1,0,1
2019,3.67,"S","Sprint Corporation (S)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",5.72459165981576,6.31607142857143,"up10",2,3,0,0,1
2019,3.67,"HOFT","Hooker Furniture Corporation (HOFT)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",29.9153385082237,24.9165476230159,"down10",1,2,2,0,0
2019,3.67,"KSS","Kohl's Corporation (KSS)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",53.0735338323716,56.8702381666667,"down10",3,1,1,0,1
2019,3.67,"AMZN","Amazon.com, Inc. (AMZN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1243.49690606713,1789.18920606349,"up",0,3,0,2,1
2019,3.67,"JBLU","JetBlue Airways Corporation (JBLU)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",19.6615883299158,17.9410316626984,"down",1,0,2,2,0
2019,3.67,"SIG","Signet Jewelers Limited (SIG)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",64.5447094476723,20.5451983373016,"down10",4,1,0,0,0
2019,3.67,"PCG","PG&E Corporation (PCG)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",40.9263597885073,14.9673412420635,"down10",3,1,0,1,0
2019,3.67,"WM","Waste Management, Inc. (WM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",83.9403728867572,109.085634980159,"up10",0,4,0,1,1
2019,3.67,"UBSI","United Bankshares, Inc. (UBSI)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",37.6227410947822,37.3213490555556,"up",0,0,3,2,0
2019,3.67,"WFC","Wells Fargo & Company (WFC)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.1354323993813,48.862499984127,"down10",2,1,0,2,0
2019,3.67,"MGM","MGM Resorts International (MGM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",27.7943314907776,28.3491269920635,"down",0,3,2,0,1
2019,3.67,"VZ","Verizon Communications Inc. (VZ)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.7978111684321,58.0584127738095,"up10",0,1,1,3,1
2019,3.67,"KGJI","Kingold Jewelry, Inc. (KGJI)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1.31737697358713,0.961944444444444,"down10",2,2,0,1,0
2019,3.67,"WMT","Walmart Inc. (WMT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",89.6644855794336,108.405555638889,"up10",0,3,1,1,1
2019,3.67,"F","Ford Motor Company (F)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",11.3671494708995,9.23865079365079,"down10",3,0,2,0,0
2019,3.67,"EPD","Enterprise Products Partners L.P. (EPD)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",27.7199511831326,28.2432142460317,"up",1,0,1,3,1
2019,3.67,"MSFT","Microsoft Corporation (MSFT)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",94.8954482158456,130.382024011905,"up10",0,5,0,0,1
2020,3.6,"HOFT","Hooker Furniture Corporation (HOFT)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",29.9153385082237,24.8657141904762,"down",1,2,2,0,0
2020,3.6,"GOOG","Alphabet Inc. (GOOG)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1000.92420225954,1436.65379685714,"up10",0,4,0,1,1
2020,3.6,"DLTR","Dollar Tree, Inc. (DLTR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",87.6758774193728,89.9838098095238,"down10",1,3,1,0,1
2020,3.6,"HMC","Honda Motor Co., Ltd. (HMC)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",29.4053807895323,27.4619044761905,"up",2,0,0,3,0
2020,3.6,"F","Ford Motor Company (F)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",11.3671494708995,9.13047619047619,"down",3,0,2,0,0
2020,3.6,"AAP","Advance Auto Parts, Inc. (AAP)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",147.886972418024,147.820952,"down",1,2,2,0,0
2020,3.6,"LUV","Southwest Airlines Co. (LUV)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",50.5661435154014,54.9790475238095,"up",0,1,2,2,1
2020,3.6,"KGJI","Kingold Jewelry, Inc. (KGJI)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1.31737697358713,1.55285714285714,"up10",2,2,0,1,1
2020,3.6,"M","Macy's, Inc. (M)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",32.1473374649945,17.1709524761905,"down10",4,1,0,0,0
2020,3.6,"JWN","Nordstrom, Inc. (JWN)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",49.6409798692294,40.0895237142857,"up",2,1,1,1,0
2020,3.6,"MSFT","Microsoft Corporation (MSFT)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",94.8954482158456,163.999045952381,"up10",0,5,0,0,1
2020,3.6,"C","Citigroup Inc. (C)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",63.6453837411413,79.2495244761905,"up10",1,2,1,1,1
2020,3.6,"JNJ","Johnson & Johnson (JNJ)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",126.401366391582,147.320476,"up",0,2,0,3,1
2020,3.6,"TJX","The TJX Companies, Inc. (TJX)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",45.2872698382159,61.7533333809524,"up10",0,3,1,1,1
2020,3.6,"CVX","Chevron Corporation (CVX)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",110.440072177818,115.090000285714,"down",0,1,2,2,1
2020,3.6,"HD","The Home Depot, Inc. (HD)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",170.802718858724,227.199999809524,"up",0,3,0,2,1
2020,3.6,"COST","Costco Wholesale Corporation (COST)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",207.238222252366,302.823335190476,"up10",0,3,0,2,1
2020,3.6,"SIG","Signet Jewelers Limited (SIG)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",64.5447094476723,23.4761906190476,"up10",4,1,0,0,0
2020,3.6,"KSS","Kohl's Corporation (KSS)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",53.0735338323716,46.6733336666667,"down10",3,1,1,0,0
2020,3.6,"ARWR","Arrowhead Pharmaceuticals, Inc. (ARWR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",17.9777560280861,52.7588095714286,"up10",2,3,0,0,1
2020,3.6,"VZ","Verizon Communications Inc. (VZ)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.7978111684321,59.8328569047619,"up",0,1,1,3,1
2020,3.6,"NUS","Nu Skin Enterprises, Inc. (NUS)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.0492748184326,38.7219048095238,"down10",2,2,0,1,0
2020,3.6,"NSANY","Nissan Motor Co., Ltd. (NSANY)
Other OTC - Other OTC Delayed Price. Currency in USD","Other OTC",17.2846980173222,11.3404761904762,"down10",2,0,2,1,0
2020,3.6,"JBLU","JetBlue Airways Corporation (JBLU)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",19.6615883299158,19.292380952381,"up",1,0,2,2,0
2020,3.6,"T","AT&T Inc. (T)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",36.2243727055034,38.4333331904762,"up10",1,2,1,1,1
2020,3.6,"TEVA","Teva Pharmaceutical Industries Limited (TEVA)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",30.0819310392135,9.84238095238095,"down10",5,0,0,0,0
2020,3.6,"FTR","Frontier Communications Corporation (FTR)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",31.3429243098953,0.648095238095238,"down10",5,0,0,0,0
2020,3.6,"ONCY","Oncolytics Biotech Inc. (ONCY)
NasdaqCM - NasdaqCM Real Time Price. Currency in USD","Nasdaq",3.68625059286663,3.38047619047619,"up10",2,3,0,0,0
2020,3.6,"HRB","H&R Block, Inc. (HRB)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",26.6604071315505,23.8476190952381,"down",1,0,2,2,0
2020,3.6,"MGM","MGM Resorts International (MGM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",27.7943314907776,32.577618952381,"up10",0,3,2,0,1
2020,3.6,"WM","Waste Management, Inc. (WM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",83.9403728867572,118.763334,"up",0,4,0,1,1
2020,3.6,"INO","Inovio Pharmaceuticals, Inc. (INO)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",5.63565154725015,3.64428571428571,"up10",3,1,0,1,0
2020,3.6,"ADDYY","adidas AG (ADDYY)
Other OTC - Other OTC Delayed Price. Currency in USD","Other OTC",105.694756240604,168.781428761905,"up10",0,5,0,0,1
2020,3.6,"JPM","JPMorgan Chase & Co. (JPM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",97.0635266907344,136.395712666667,"up10",0,3,0,2,1
2020,3.6,"WMT","Walmart Inc. (WMT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",89.6644855794336,116.210952047619,"up",0,3,1,1,1
2020,3.6,"AAL","American Airlines Group Inc. (AAL)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",38.6737054883561,27.5642856190476,"down10",3,1,1,0,0
2020,3.6,"EPD","Enterprise Products Partners L.P. (EPD)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",27.7199511831326,28.0499999047619,"down",1,0,1,3,1
2020,3.6,"TGT","Target Corporation (TGT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",82.904471348242,118.947619571429,"up10",1,3,1,0,1
2020,3.6,"S","Sprint Corporation (S)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",5.72459165981576,4.89047619047619,"down10",2,3,0,0,0
2020,3.6,"WFC","Wells Fargo & Company (WFC)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.1354323993813,49.953333,"up",2,1,0,2,0
2020,3.6,"WWE","World Wrestling Entertainment, Inc. (WWE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",42.5369822838593,61.8633333333333,"down10",1,4,0,0,1
2020,3.6,"ROST","Ross Stores, Inc. (ROST)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",79.8764150829565,117.30952447619,"up10",0,4,0,1,1
2020,3.6,"RRGB","Red Robin Gourmet Burgers, Inc. (RRGB)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",50.662259620871,33.8233332380952,"up",3,0,0,2,0
2020,3.6,"AMZN","Amazon.com, Inc. (AMZN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1243.49690606713,1884.23761285714,"up",0,3,0,2,1
2020,3.6,"PCG","PG&E Corporation (PCG)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",40.9263597885073,12.5157142857143,"down10",3,1,0,1,0
2020,3.6,"NFLX","Netflix, Inc. (NFLX)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",224.382641734833,338.832856666667,"up",0,3,0,2,1
2020,3.6,"NKE","NIKE, Inc. (NKE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",71.4152645031725,101.739524190476,"up10",0,3,1,1,1
2020,3.6,"TM","Toyota Motor Corporation (TM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",125.531297267515,141.046189952381,"up",1,1,0,3,1
2020,3.6,"HST","Host Hotels & Resorts, Inc. (HST)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",18.2532595738633,17.4071426666667,"down",2,1,1,1,0
2020,3.6,"FFIN","First Financial Bankshares, Inc. (FFIN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",24.4529351617314,34.4028566190476,"up",0,4,0,1,1
2020,3.6,"XOM","Exxon Mobil Corporation (XOM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",78.7369955725405,67.8219051428571,"down",0,0,4,1,0
2020,3.6,"UBSI","United Bankshares, Inc. (UBSI)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",37.6227410947822,36.945713952381,"down",0,0,3,2,0
